
Gemeinde,Bezirk,Bundesland,Gebietskennzahl,Einwohner,Vollimmunisiert %,Teilimmunisiert %,Vollimmunisiert,Teilimmunisiert
Maria-Lanzendorf,Bruck an der Leitha,Niederösterreich,30736,2156,47.4,63.4,1022,1367
Mariapfarr,Tamsweg,Salzburg,50503,2389,45.84,56.84,1095,1358
Mariasdorf,Oberwart,Burgenland,10911,1139,48.64,62.95,554,717
Mariastein,Kufstein,Tirol,70516,458,28.6,49.78,131,228
Mariazell,Bruck-Mürzzuschlag,Steiermark,62142,3626,41.84,56.65,1517,2054
Markersdorf-Haindorf,Sankt Pölten (Land),Niederösterreich,31922,2087,44.85,60.8,936,1269
Markgrafneusiedl,Gänserndorf,Niederösterreich,30836,892,49.22,67.6,439,603
Markt Allhau,Oberwart,Burgenland,10912,1873,48,58.3,899,1092
Markt Hartmannsdorf,Weiz,Steiermark,61716,2952,37.53,53.62,1108,1583
Markt Neuhodis,Oberwart,Burgenland,10913,659,58.12,68.44,383,451
Markt Piesting,Wiener Neustadt (Land),Niederösterreich,32319,3106,39.79,56.95,1236,1769
Markt Sankt Martin,Oberpullendorf,Burgenland,10812,1253,48.52,59.78,608,749
Martinsberg,Zwettl,Niederösterreich,32517,1085,37.14,48.2,403,523
Marz,Mattersburg,Burgenland,10605,2095,50.79,64.63,1064,1354
Matrei am Brenner,Innsbruck-Land,Tirol,70327,918,42.16,61.11,387,561
Matrei in Osttirol,Lienz,Tirol,70717,4633,41.38,48.59,1917,2251
Mattersburg,Mattersburg,Burgenland,10606,7538,46.52,60.56,3507,4565
Mattighofen,Braunau am Inn,Oberösterreich,40421,7098,31.53,42.63,2238,3026
Mattsee,Salzburg-Umgebung,Salzburg,50323,3446,40.51,53.4,1396,1840
Matzen-Raggendorf,Gänserndorf,Niederösterreich,30838,2785,44.78,62.19,1247,1732
Matzendorf-Hölles,Wiener Neustadt (Land),Niederösterreich,32320,2108,42.6,57.87,898,1220
Mauerbach,Sankt Pölten (Land),Niederösterreich,31950,3574,54.7,69.81,1955,2495
Mauerkirchen,Braunau am Inn,Oberösterreich,40422,2539,35.33,47.3,897,1201
Mautern an der Donau,Krems (Land),Niederösterreich,31327,3482,50.46,67.69,1757,2357
Mautern in Steiermark,Leoben,Steiermark,61109,1704,44.48,63.44,758,1081
Mauterndorf,Tamsweg,Salzburg,50504,1595,51.41,61.19,820,976
Mauthausen,Perg,Oberösterreich,41111,4946,40.4,56.31,1998,2785
Mayrhof,Schärding,Oberösterreich,41412,318,35.53,48.74,113,155
Mayrhofen,Schwaz,Tirol,70920,3907,59.69,62.58,2332,2445
Meggenhofen,Grieskirchen,Oberösterreich,40814,1567,40.46,51.63,634,809
Mehrnbach,Ried im Innkreis,Oberösterreich,41214,2348,44.25,55.28,1039,1298
Meiningen,Feldkirch,Vorarlberg,80413,2348,36.07,48.25,847,1133
Meiseldorf,Horn,Niederösterreich,31114,861,46.23,64.34,398,554
Melk,Melk,Niederösterreich,31524,5596,47.73,60.61,2671,3392
Mellau,Bregenz,Vorarlberg,80227,1288,50.16,56.37,646,726
Metnitz,Sankt Veit an der Glan,Kärnten,20518,1924,45.01,56.81,866,1093
Mettersdorf am Saßbach,Südoststeiermark,Steiermark,62343,1330,41.73,58.2,555,774
Mettmach,Ried im Innkreis,Oberösterreich,41215,2384,34.69,47.94,827,1143
Michaelerberg-Pruggern,Liezen,Steiermark,61260,1193,27.41,40.07,327,478
Michaelnbach,Grieskirchen,Oberösterreich,40815,1259,36.14,49.17,455,619
Michelbach,Sankt Pölten (Land),Niederösterreich,31923,865,33.76,46.82,292,405
Micheldorf,Sankt Veit an der Glan,Kärnten,20519,998,46.39,58.92,463,588
Micheldorf in Oberösterreich,Kirchdorf an der Krems,Oberösterreich,40908,5905,44.79,57.04,2645,3368
Michelhausen,Tulln,Niederösterreich,32120,3696,42.86,60.66,1584,2242
Mieders,Innsbruck-Land,Tirol,70328,1940,40.21,56.86,780,1103
Mieming,Imst,Tirol,70209,3828,50.21,61.05,1922,2337
Miesenbach,Wiener Neustadt (Land),Niederösterreich,32321,671,37.11,49.63,249,333
Miesenbach bei Birkfeld,Weiz,Steiermark,61728,673,38.78,52.9,261,356
Millstatt am See,Spittal an der Drau,Kärnten,20620,3458,42.31,53.09,1463,1836
Mils,Innsbruck-Land,Tirol,70329,4549,46.93,60.96,2135,2773
Mils bei Imst,Imst,Tirol,70210,610,39.02,56.07,238,342
Minihof-Liebau,Jennersdorf,Burgenland,10505,1065,43.94,58.69,468,625
Mining,Braunau am Inn,Oberösterreich,40423,1264,43.28,54.91,547,694
Mischendorf,Oberwart,Burgenland,10914,1527,59.2,71.58,904,1093
Mistelbach,Mistelbach,Niederösterreich,31633,11592,49.4,65.59,5726,7603
Mittelberg,Bregenz,Vorarlberg,80228,4947,57.49,59.23,2844,2930
Mitterbach am Erlaufsee,Lilienfeld,Niederösterreich,31408,479,50.73,63.67,243,305
Mitterberg-Sankt Martin,Liezen,Steiermark,61261,1912,33.42,44.67,639,854
Mitterdorf an der Raab,Weiz,Steiermark,61729,2118,37.3,52.31,790,1108
Mitterkirchen im Machland,Perg,Oberösterreich,41112,1718,39.29,53.9,675,926
Mitterndorf an der Fischa,Baden,Niederösterreich,30621,2951,37.82,55.74,1116,1645
Mittersill,Zell am See,Salzburg,50613,5575,42.15,54.28,2350,3026
Mödling,Mödling,Niederösterreich,31717,20559,47.27,64.31,9718,13221
Mogersdorf,Jennersdorf,Burgenland,10506,1148,46.52,59.41,534,682
Möggers,Bregenz,Vorarlberg,80229,524,43.13,59.54,226,312
Mölbling,Sankt Veit an der Glan,Kärnten,20520,1347,42.76,56.94,576,767
Molln,Kirchdorf an der Krems,Oberösterreich,40909,3645,41.23,54.9,1503,2001
Mönchhof,Neusiedl am See,Burgenland,10712,2214,50.09,65.31,1109,1446
Mondsee,Vöcklabruck,Oberösterreich,41715,3934,35.08,47.94,1380,1886
Mönichkirchen,Neunkirchen,Niederösterreich,31815,617,42.95,55.92,265,345
Moorbad Harbach,Gmünd,Niederösterreich,30913,721,37.17,56.31,268,406
Moosbach,Braunau am Inn,Oberösterreich,40424,1102,35.03,42.56,386,469
Moosbrunn,Bruck an der Leitha,Niederösterreich,30737,1778,47.36,62.6,842,1113
Moosburg,Klagenfurt Land,Kärnten,20421,4463,47.14,57.85,2104,2582
Moosdorf,Braunau am Inn,Oberösterreich,40425,1706,33.06,43.85,564,748
Mooskirchen,Voitsberg,Steiermark,61615,2198,36.44,52.37,801,1151
Mörbisch am See,Eisenstadt-Umgebung,Burgenland,10307,2228,59.07,68.58,1316,1528
Mörschwang,Ried im Innkreis,Oberösterreich,41216,340,46.76,57.35,159,195
Mortantsch,Weiz,Steiermark,61730,2213,37.96,53.1,840,1175
Mörtschach,Spittal an der Drau,Kärnten,20622,826,22.4,32.81,185,271
Moschendorf,Güssing,Burgenland,10428,386,55.96,68.65,216,265
Mötz,Imst,Tirol,70211,1308,43.27,58.56,566,766
Muckendorf-Wipfing,Tulln,Niederösterreich,32143,1691,51.69,68.24,874,1154
Muggendorf,Wiener Neustadt (Land),Niederösterreich,32322,517,41.97,56.48,217,292
Mühlbach am Hochkönig,Sankt Johann im Pongau,Salzburg,50415,1444,51.45,62.12,743,897
Mühlbachl,Innsbruck-Land,Tirol,70330,1453,38.61,56.99,561,828
Mühldorf,Spittal an der Drau,Kärnten,20624,995,41.41,51.76,412,515
Mühldorf,Krems (Land),Niederösterreich,31330,1273,48.08,64.73,612,824
Mühlen,Murau,Steiermark,61410,881,37.68,55.16,332,486
Mühlgraben,Jennersdorf,Burgenland,10512,383,44.91,67.62,172,259
Mühlheim am Inn,Ried im Innkreis,Oberösterreich,41217,661,43.27,55.07,286,364
Muhr,Tamsweg,Salzburg,50505,485,32.99,44.33,160,215
Müllendorf,Eisenstadt-Umgebung,Burgenland,10308,1384,52.02,67.85,720,939
Münchendorf,Mödling,Niederösterreich,31718,3080,43.77,64.55,1348,1988
Munderfing,Braunau am Inn,Oberösterreich,40426,3092,36.97,46.64,1143,1442
Münichreith-Laimbach,Melk,Niederösterreich,31525,1670,37.84,49.34,632,824
Münster,Kufstein,Tirol,70517,3459,43.45,57.73,1503,1997
Münzbach,Perg,Oberösterreich,41113,1833,29.41,43.86,539,804
Münzkirchen,Schärding,Oberösterreich,41413,2547,39.77,51.47,1013,1311
Murau,Murau,Steiermark,61438,3467,48.02,62.45,1665,2165
Mureck,Südoststeiermark,Steiermark,62383,3490,45.99,59.48,1605,2076
Mürzzuschlag,Bruck-Mürzzuschlag,Steiermark,62143,8227,47,61.65,3867,5072
Musau,Reutte,Tirol,70822,384,44.01,55.73,169,214
Mutters,Innsbruck-Land,Tirol,70331,2230,44.93,61.66,1002,1375
Naarn im Machlande,Perg,Oberösterreich,41114,3735,39.14,53.28,1462,1990
Naas,Weiz,Steiermark,61731,1343,32.46,48.7,436,654
Namlos,Reutte,Tirol,70823,65,50.77,64.62,33,42
Nappersdorf-Kammersdorf,Hollabrunn,Niederösterreich,31028,1202,50,66.31,601,797
Nassereith,Imst,Tirol,70212,2156,49.68,59.04,1071,1273
Natschbach-Loipersbach,Neunkirchen,Niederösterreich,31817,1711,44.18,59.09,756,1011
Natternbach,Grieskirchen,Oberösterreich,40816,2296,32.06,43.64,736,1002
Natters,Innsbruck-Land,Tirol,70332,2087,49.5,65.88,1033,1375
Nauders,Landeck,Tirol,70615,1543,51.13,58.72,789,906
Navis,Innsbruck-Land,Tirol,70333,2050,35.9,53.66,736,1100
Nebelberg,Rohrbach,Oberösterreich,41320,651,28.88,41.01,188,267
Neckenmarkt,Oberpullendorf,Burgenland,10813,1679,55.45,67.78,931,1138
Neidling,Sankt Pölten (Land),Niederösterreich,31925,1491,49.97,62.98,745,939
Nenzing,Bludenz,Vorarlberg,80116,6205,44.37,55.5,2753,3444
Nesselwängle,Reutte,Tirol,70824,456,44.08,57.24,201,261
Nestelbach bei Graz,Graz-Umgebung,Steiermark,60666,2667,41.54,58.61,1108,1563
Neuberg an der Mürz,Bruck-Mürzzuschlag,Steiermark,62144,2346,50.09,64.83,1175,1521
Neuberg im Burgenland,Güssing,Burgenland,10409,968,55.06,64.15,533,621
Neudau,Hartberg-Fürstenfeld,Steiermark,62274,1474,36.3,49.73,535,733
Neudorf,Neusiedl am See,Burgenland,10725,704,47.44,59.8,334,421
Neudorf im Weinviertel,Mistelbach,Niederösterreich,31634,1390,41.87,59.28,582,824
Neudörfl,Mattersburg,Burgenland,10607,4788,42.23,55.35,2022,2650
Neufeld an der Leitha,Eisenstadt-Umgebung,Burgenland,10309,3587,47.34,62.39,1698,2238
Neufelden,Rohrbach,Oberösterreich,41321,1209,44.83,57.4,542,694
Neuhaus,Völkermarkt,Kärnten,20810,1009,41.33,56.99,417,575
Neuhaus am Klausenbach,Jennersdorf,Burgenland,10507,920,46.2,59.24,425,545
Neuhofen an der Krems,Linz-Land,Oberösterreich,41014,6678,42.62,55.06,2846,3677
Neuhofen an der Ybbs,Amstetten,Niederösterreich,30520,3000,33.33,48.7,1000,1461
Neuhofen im Innkreis,Ried im Innkreis,Oberösterreich,41218,2484,47.34,60.91,1176,1513
Neukirchen am Großvenediger,Zell am See,Salzburg,50614,2580,43.64,54.19,1126,1398
Neukirchen am Walde,Grieskirchen,Oberösterreich,40817,1638,36.94,47.99,605,786
Neukirchen an der Enknach,Braunau am Inn,Oberösterreich,40427,2278,37.01,47.1,843,1073
Neukirchen an der Vöckla,Vöcklabruck,Oberösterreich,41716,2640,33.67,50.61,889,1336
Neukirchen bei Lambach,Wels-Land,Oberösterreich,41813,964,40.25,52.28,388,504
Neulengbach,Sankt Pölten (Land),Niederösterreich,31926,8345,43.32,59.53,3615,4968
Neumarkt am Wallersee,Salzburg-Umgebung,Salzburg,50324,6492,36.55,47.95,2373,3113
Neumarkt an der Ybbs,Melk,Niederösterreich,31527,2016,38.49,52.43,776,1057
Neumarkt im Hausruckkreis,Grieskirchen,Oberösterreich,40818,1480,39.46,50.61,584,749
Neumarkt im Mühlkreis,Freistadt,Oberösterreich,40612,3140,44.62,56.82,1401,1784
Neumarkt in der Steiermark,Murau,Steiermark,61439,4876,41.63,56.54,2030,2757
Neunkirchen,Neunkirchen,Niederösterreich,31818,12620,37.73,51.69,4762,6523
Neusiedl am See,Neusiedl am See,Burgenland,10713,8643,48.2,61.18,4166,5288
Neusiedl an der Zaya,Gänserndorf,Niederösterreich,30841,1230,48.37,65.85,595,810
Neustadtl an der Donau,Amstetten,Niederösterreich,30521,2143,35.04,46.94,751,1006
Neustift an der Lafnitz,Oberwart,Burgenland,10929,804,39.05,51.87,314,417
